,Latitude,Longitude,Country,Objective,Wind,Solar,SolarTracking,Grid,RampDummy,Electrolysis,HydrogenCompression,HydrogenFromStorage,HB,BatteryInterfaceIn,BatteryInterfaceOut,HydrogenFuelCell,PenaltyLink,Ammonia,CompressedH2Store,Battery,AccumulatedPenalty,Hydrogen Storage (t)
-52_-2,-52,-2,None,0.0,17011.326464851278,8573040.643702457,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-52_-1,-52,-1,None,0.0,93005.95859094408,13354304.492894733,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,171.232876704,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-51_-5,-51,-5,None,0.0,25779.744553168613,5844488.104796986,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-51_-4,-51,-4,None,0.0,25795.275580048623,4808213.061359929,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,163.07893019428573,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-51_-3,-51,-3,None,0.0,17333.62804912136,7080613.867651712,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,285.38812784,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-51_-2,-51,-2,None,0.0,33503.94424336731,14649749.341947097,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-51_-1,-51,-1,None,0.0,36892.55972473288,19821322.391687438,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,228.310502272,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-50_-5,-50,-5,None,0.0,30470.143976379513,4090841.4110078844,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,285.38812784,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-50_-4,-50,-4,None,0.0,26857.445116194125,5269826.602796705,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,285.38812784,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
-50_-3,-50,-3,None,0.0,34812.21255154012,8726455.688819267,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,285.38812784,1153.0833448641667,1141.552511415525,1000000.0,1000000.0,10000000.0,10000000.0,10000000.0,10000000.0,253807.10659898477
